俄羅斯聯邦,1
公民,1
正在,1
展出,2
嫌疑,1
訪問,7
幹事長,1
看到,4
華隴,1
行徑,1
作品,2
夥,1
略,1
社會,8
以及,2
質問,1
周茳釤鈞,1
代表,4
日,35
國際法,2
先前,1
飛往,1
開幕式,1
評出,2
巴方,2
幅,1
獲得,2
指責,1
捕魚,3
以,15
十分,1
經常,1
驕人,1
此舉,1
創建,1
步,1
空調,1
特點,1
周圍,1
屈服,1
以上,1
另,3
索拉納,2
數百,1
往來,3
主持,2
東海,1
總監,1
屆,3
更為,1
當作,1
黑海,1
還擊,1
主管,1
調查,3
不足,1
射擊,6
展望,1
頻繁,1
關係,38
入手,1
快報,1
恐怖,7
秩序,1
限制,1
左,1
明年,4
並,17
失敗,1
海峽,1
各自,1
動力,1
國民,2
停止,3
了,59
死亡,1
主要,4
誤擊,1
亦,1
表明,3
互相,2
面臨,5
戴維營,1
上述,1
還未,1
放棄,5
巴人,1
但,14
接手,1
筆,1
合乎,1
拉攏,1
來,5
起初,1
導致,2
消息,4
條約,10
開進,1
一切,9
將,15
自由,4
履行,1
包括,4
各個,3
審議,1
並不,1
喪失,1
華盛頓,1
統領,1
商業,1
逮捕,4
攻勢,1
約見,1
保安廳,13
大,11
自己,1
成敗,1
以後,1
關心,1
對比,1
自我,1
文明,1
內,7
人員,2
什麼樣,1
質疑,1
披露,1
日本,21
南聯盟,2
與,41
命令,2
處於,1
領土,2
首都,3
警察局,1
削弱,1
南亞,3
則,3
交火,2
暴力,2
加大,1
演講,3
慶祝,4
顯然,1
羅馬,1
領域,6
防務,1
階段,1
南非,10
致力,1
均,1
前途,1
和平,10
小視,1
純潔性,1
海爾,1
阿齊茲,1
波恩,1
遏制,1
須,1
展覽,1
執政,9
壓力,1
工業,1
解釋,1
呈,1
塞浦路斯,2
前夕,1
周,1
贏得,3
長期,2
私利,1
以軍,1
之間,6
春蘭,1
積極,3
知名,1
連貫,1
日前,2
提高,1
反對黨,3
用,1
海域,2
先,1
毛澤東,2
全,1
賣淫,1
趨,2
顧問,1
接納,1
立即,3
小泉純一郎,1
總統府,4
強調,3
極端主義,1
討論,3
協作,1
原則,5
民意分,1
暨,1
圍堵,1
會見,1
伊斯蘭,3
黨,4
以免,1
月,28
在,98
完整,1
而且,3
很,6
鬥爭,9
現實,1
又,3
相信,1
生效,1
行動,19
仍然,2
意識,1
談到,2
官員,3
販毒,1
防衛,5
絕非,1
數十,1
所有,5
方面,8
南非共和國,1
聲望,1
截至,1
沉沒,2
肯塔基州,1
總理,17
兩,47
使用,4
使館,1
儘管,6
政黨,6
原先,1
一個中國,1
難題,1
應,1
早,1
黑人,1
三,6
右翼,5
穩,1
不論,1
刻赤,1
採訪,5
對外,1
立場,4
連續,1
能否,1
臨近,1
俄中,6
有,22
劃界,2
搜查,1
爭取,4
西部,2
進攻,2
落實,1
等,10
此前,2
支付,1
太子港,1
項目,1
互換,1
關稅,1
空難,1
但是,6
漁業法,2
運動,3
只,1
先進,1
尊嚴,2
對抗,2
提出,3
開展,4
畫展,2
俄美,1
斡旋,1
阿富汗,23
南斯拉夫聯盟,1
談話,1
失去,2
變更,1
成為,1
米切爾,1
形同,1
今年,7
遭受,1
洽談,1
這樣,2
中斷,1
不斷,4
共治,8
番,1
越,2
當局,1
多數票,1
預定,1
響應,1
世紀,3
自,6
士兵,8
舊,2
分子,1
上,23
亮相,1
訪,5
廣播,1
動機,1
開幕,2
十八,2
睦鄰,5
把,4
說,26
圖謀,1
企業家,1
手段,1
實踐,1
建交,4
現在,4
嫌疑犯,1
拖欠,1
輪,3
未,1
破壞,1
加緊,1
半,1
科什圖尼察,2
維護,1
立法,1
來到,1
南非共,3
部署,3
以色列,17
及,8
規定,9
美方,1
普里茲倫市,1
個,21
莫特蘭迪,6
首次,3
哈馬斯,1
級別,1
其次,1
被,8
失業率,2
和平共處,3
主辦,1
菅直人,1
面對,2
目標,4
佳績,1
鞏固,1
鼓舞,1
見,1
波蘭,1
政權,3
遠程,1
事件,13
考慮,2
提供,8
理由,1
協調,5
彈道,1
下,8
國家,17
自動,1
政變,1
水域,1
批准書,2
邀請,1
克制,1
之,2
由於,1
緊張,5
治理,1
修改,1
陸軍節,2
夭折,1
國,42
看,1
改善,2
說法,1
力度,1
畫家,1
持續,1
換屆,1
用途,1
而,8
情報,1
公司,3
同,7
正式,1
萬,1
歷史性,1
伊拉克,3
結果,1
深思,1
犯罪率,1
居民,1
明確,1
貿易區,1
場所,1
和,72
最後,1
舞弊,1
經濟,9
戴高樂主義,1
變化,1
愈演愈烈,1
表達,1
不相上下,1
作用,4
界,1
發表,7
江澤民,1
經貿,11
海灣,1
大樓,1
銀行,1
舉動,1
閉幕,1
愛將,1
十六,1
全體,1
關注,2
二,3
企業,5
費爾南德斯,1
特別,3
方略,1
拿下,1
勝利,1
持槍,1
周年,4
姿態,1
本,10
正是,2
第,23
梅爾古麗,1
機構,9
警戒,1
成果,3
後,16
奪取,2
政界,1
相知,1
形式,4
名,13
對,41
務實,2
推動,3
歡迎,6
甲板,3
月底,1
會議,7
北約,1
短缺,1
轉化,1
記者,5
號召,1
一百三十七,1
六,1
加倍,1
攻守,1
言辭,2
獨聯體,6
合法,5
餘者,1
不,26
設,1
中,17
前,7
才,7
甘肅,3
批准,6
認定,2
從事,2
中國畫,1
重建,1
左右,2
仍,2
莫斯科,3
放火,1
宣戰,1
五十,1
位,7
氾濫,1
年齡,1
奪得,1
一再,1
內水,1
認為,13
反,6
困擾,1
從而,1
過,4
外交,7
民房,1
卡萊馬莫特蘭迪,1
互惠,1
專家,4
避免,1
新聞,3
意思,1
良好,1
危機,1
若斯潘,3
國務,1
供應,1
俄羅斯,9
制約,3
地點,1
歷久,2
事務,1
越來越,1
內幕,1
行為,7
通訊社,1
增長率,1
議定書,1
俄塔社,1
阿拉法特,20
種,9
逃跑,1
莫里斯,1
放寬,1
有著,2
影響,2
希拉克,10
高度,1
可能,8
擔憂,1
一百萬,1
憲章,1
出版,1
美,5
實體,1
鮑威爾,3
案件,1
華,2
可,2
金吉奇,1
個人,2
飛越,1
結束,7
小,1
主權,2
顯,1
內外,1
深遠,1
促進,2
烏,5
談論,1
起來,1
夏,1
運通,1
用具,3
幹部,3
羅本島,1
部長,2
成熟,1
歐盟,1
辦法,2
種族主義,1
財源,1
闡述,1
明白,1
是,67
文件,1
眼下,1
從中,1
文化,1
副,5
巴解,1
成功,2
希望,12
此間,2
夥伴,2
科技,5
左右翼,2
攻擊,1
年代,1
由此可見,1
五千,1
對於,2
控制,3
結盟,1
責任,1
每,1
聯盟,7
侵略,1
無疑,2
切斷,1
摩拳擦掌,1
臨檢權,1
挑釁,1
追本溯源,1
濫用職權,1
國際,24
大使館,1
外來,1
設施,1
庫奇馬,2
共和國,1
愛國,1
洛休科夫,1
改革,2
走,1
黑山共和國,1
組織,11
治國,2
新,8
針對,4
駐,3
杜馬,1
分化,1
洛克希德馬丁,1
滿意,1
造成,1
成,1
地區,12
阿齊茲艾哈邁德汗,1
到,10
尚未,2
首腦,2
誰,1
多邊,1
屬於,2
存在,1
付諸東流,1
地,4
防止,3
印,4
出訪,1
幾乎,1
繼續,5
人權,2
特有,1
提,1
國務卿,1
自治,2
向,9
塞爾維亞,3
就,16
大選,3
友誼,3
處理,2
選舉,7
趕來,1
論壇,4
判處,1
最近,2
成員,3
白宮,2
權力,7
雙邊,6
博士,1
感到,1
努力,3
由,5
宗旨,2
確立,1
始於,1
諒解,1
事發,1
寶座,3
黃金期,1
改變,1
共,4
人士,2
穩固,1
法理,2
深,1
中亞,1
稱,9
開發,2
走私,1
穩定,4
話,2
唯一,1
證據,1
英,1
突襲,1
農產品,1
建立,4
規章,2
直接,2
朱,1
動武,3
佩爾韋茲穆沙拉夫,1
烏克蘭,10
巴以,13
議員,2
約旦河,2
時間,1
近,1
稅收,2
中塞,1
前沿,1
進,1
兌現,1
取消,2
具有,6
彩電,1
聯合國,6
管道,1
接受,5
投資,3
發揮,2
集團,2
黨建,1
起義,1
表決,1
悄然,1
科索沃,6
有望,2
城區,1
聞到,1
群島,1
尤其,1
表示,24
已,7
勾結,1
讓步,2
此外,3
極大,2
該,17
首先,2
陸上,2
互,3
艱難,1
里程碑,1
無害,1
分鐘,1
出馬,1
施拉梅克,1
保住,2
友好,16
主席,7
推出,1
也許,2
支持,16
形體,1
樹立,1
運輸機,1
海合會,1
防範,1
看好,1
女童,1
有關,7
比照,1
小時,1
定居點,1
味,1
行使,1
黨際,2
河,1
元首,1
引用,1
日常,1
想,1
根希,1
開放,1
能源,2
信賴,1
主導,2
沿海國,2
進步,1
投票,2
間,1
議會,14
經,2
受益,1
環境,2
代表團,1
困難,3
根本,1
法案,1
如何,2
三十八,1
一道,1
總理府,2
建設,1
當天,5
台灣,1
正當,5
支持者,1
升級,1
擴大,3
接觸,1
流水,1
內定,1
警方,1
論證,1
失蹤,1
調防,1
楊仲鴻,1
措施,4
海上,15
處在,1
進入,5
出席,3
緊追,3
即,3
十五,2
尤素福,1
讓,1
砍刀,1
蓋勒吉利耶市,1
追逐,7
指出,6
兒童,4
一致,3
建設性,2
相同,1
經濟區,4
促進會,1
場,2
達,2
基礎,6
合作,23
猶太,1
尼科西亞,1
一直,3
恐怖主義,11
未曾,1
貿易,5
重要,8
赴,2
勘界,1
毗連區,2
深入,1
快速,1
起火,1
紐約,1
性剝削,3
巴,16
保羅阿納斯塔斯,1
沙龍,3
下調,1
甘肅省,3
德國,4
期間,2
大力,1
ibm,1
海洋,2
年,34
不盡,1
力量,1
何等,1
五,3
考驗,2
總統,44
維持,2
國務院,1
更,7
即將,1
平均,1
當上,1
佔,1
通過,14
以方,1
同一,1
公務員,1
路口,1
比,1
清楚,1
武力,1
強硬,1
月初,1
顯而易見,1
熟練,1
企圖,1
電台,1
採取,6
逃逸,2
拉布斯,1
全都,1
外國,4
法,4
烏俄,11
布萊克維爾,2
堅決,2
之一,4
戰略,9
掣肘,1
向來,1
警衛,1
穆沙拉夫,11
過境,1
領事館,1
惡化,1
曾經,2
北京,2
將於,1
調整,1
投,1
默認,1
簽署,4
突然,1
中止,1
戰鬥,1
職責,1
小組,1
執行,5
正常,2
實際,2
實力,1
巴勒斯坦,15
段,1
回答,1
發言人,5
海軍,1
亞速海,1
著重,1
國防部長,1
方式,1
天然氣,4
表現,1
法國,14
謀取,1
罕見,1
可以,3
決戰,1
爆發,1
印度,20
法律,6
身亡,3
減少,2
目的,1
其,7
當,3
然而,2
南中,2
特尼特,1
世界,9
手持,1
或,4
巴勒斯坦國,1
熱切,1
基地,1
著名,2
不會,3
街頭,1
講話,6
投身,1
他,28
電話,3
左翼,2
外界,1
領導,2
圖,2
委員會,5
中心,1
平等,2
黨派,2
呼籲,5
指針,1
同時,11
齊莫謝維奇,1
系統,1
派兵,1
人影,2
缺少,1
著,4
人們,2
加強,9
人民,10
沒有,12
布萊爾,3
先生,1
打擊,7
始終,2
整個,1
肩負,1
重組,1
進一步,5
美以,1
干涉,1
之時,1
起,10
根源,1
長,2
提升,1
尋求,2
下院,2
交換,1
正確,1
朱鎔基,1
互利,1
緊追權,2
政策,4
工作,4
武裝,7
實施,2
統計,1
阿里斯蒂德,4
只要,1
解決,18
二十二,1
自殺性,1
共產黨,9
色彩,1
通報,1
數量,1
其中,3
公正,2
輿論,3
奮鬥,1
一起,1
當前,2
東部,1
抱怨,1
得,1
為由,1
機制,2
願意,5
是否,5
受,2
應邀,1
使得,1
焚燒,1
小艇,1
氣氛,1
願,1
不僅,4
選,2
內政,1
選戰,1
實現,4
公約,7
團結,3
相鄰,1
絕對,1
方向,2
襲擊,8
上院,1
部門,2
追逐國,1
互訪,1
不久,1
子彈,1
違反,5
常,1
塔利班,1
艘,2
未遂,1
三十,2
朱佩,1
那些,1
廣泛,1
駕馭,1
開會,1
高,1
易事,1
視野,1
追捕,1
書,1
大使,1
解治,1
羅格斯,1
全天候,1
主流派,1
及時,1
譴責,2
主體,1
勢力,2
這,29
進程,2
毗鄰,1
文化部,1
國內法,1
獲釋,1
海地,10
高山,1
同步,1
依然,2
警察,1
納斯達克,1
邊境,3
巡邏艇,4
受到,3
危險,1
發展,21
共同體,1
聯合,1
得到,5
嚴重,2
邁出,1
方,3
條件,1
去年,2
船,9
報告,1
彌堅,2
卡爾扎伊,1
增強,1
空間,1
教育,2
批,2
危及,1
晚間,1
選民,1
巴中,7
親和力,1
不但,1
黨員,1
西岸,1
洽談會,2
基石,1
拓寬,1
通,1
極端,2
一年一度,1
尚,1
牽強,1
召集,1
做,1
主張,3
當地,1
意義,4
聖戰,2
為,9
確,1
據,7
國內外,1
重大,2
導彈,4
活動,9
多,17
甚,1
級,2
臨時,4
社團,1
侵犯,2
醫藥,1
福祉,1
日期,1
核武器,1
退出,1
出,2
到訪,1
奠定,1
英國,5
外交部,2
基輔,1
如果,4
三千,1
晚,3
進行,20
懷疑,1
所為,1
相互,1
走上,1
人,7
全面,2
內陸國,1
開羅,1
非國大,28
事情,1
任何,8
軍用,1
農業,1
他們,4
道格拉斯帕特森,1
商品,1
難點,1
配合,2
非同尋常,1
一些,6
興趣,1
共同,6
朗莫斯,1
治,1
進出口,2
俄聯邦,1
相安無事,1
地下,1
反彈,1
共和,2
不懈,2
計劃,3
磋商,1
電視,3
犯罪,3
態度,1
中彈,2
成立,3
約束,1
值得,3
四,1
全球化,1
講,2
候選人,3
薩達姆,3
歷史,3
卻,2
緊急,3
全球,1
解放,2
和談,3
去,1
新型,1
生活,1
巴印,1
全方位,1
達成,5
停,3
硝煙,2
情況,2
所作,1
監察,1
交往,2
兼,1
豐富,1
久卡諾維奇,1
大臣,1
未來,2
有待,1
直到,1
於,7
消除,1
激進分子,1
英軍,1
徹底,1
凌晨,3
家園,1
方法,1
必要,2
失業,1
意見,1
一系列,1
障,1
協議,4
大會,4
街道,1
議題,1
批評,1
公佈,1
政治,10
戰後,1
完全,2
堅持,2
路易斯維爾,1
國內,5
聯繫,1
陣營,2
聲明,1
自圓其說,1
流放,1
事先,1
談判,14
產生,1
阿克薩,1
具體,3
阿曼,1
條,5
大約,2
依據,2
問題,28
執政者,1
能,5
都,9
布什,1
總書記,4
政府,27
美國,19
軍隊,1
注入,2
還要,2
好,5
先進性,1
瓦解,1
證實,2
途徑,2
戰爭,4
初,1
地位,3
多米尼加,3
運用,1
外交部長,1
上升,1
理解,2
巴基斯坦,27
舉辦,4
現任,3
客機,1
敦促,1
到位,1
船舶,4
交流,5
供應國,1
參加,6
不能不,1
白人,1
海底,1
樂觀,1
現,1
保衛,2
對立,1
塞,1
至少,1
角逐,1
阿比讓,2
作為,2
壞,1
使命,1
合理,2
本拉登,1
日用品,1
派,5
能力,1
降下,1
軍事,14
防腐,1
重開,1
相當,3
幫助,3
享有,2
辦公室,2
普京,5
人數,1
綜上所述,1
部分,1
作出,2
上月,1
中國,36
斷絕,1
幾,2
類似,1
帷幕,2
曾,2
傳統,2
行之有效,1
民意,1
生命,1
軍火,1
任務,4
非,1
反對派,3
寶貴,2
層面,1
領袖,2
多數,1
從,9
當年,1
上風,1
進駐,1
民主黨,1
民族,9
解放軍報,2
抵達,1
航天,1
巨大,1
大肆,1
只有,4
美中,3
權利,3
領海,7
承諾,1
維和,14
妥善,1
分清,1
徒刑,1
水平,1
分別,3
政績,2
目前,12
之上,2
感,1
形象,1
挑戰,1
團長,1
加速,1
西非,1
接壤,1
適用,1
阿,1
侵佔,1
也,19
海外,1
切實,1
強化,1
安全,3
認同,1
召開,4
在內,1
使,5
提問,1
不同,1
今天,5
便,1
產品,1
既要,2
其他,4
我們,4
主任,1
有利,5
定為,1
僅僅,1
被迫,1
有助,1
做出,3
監督,3
權益,1
雖然,1
之下,1
瓦傑帕伊,1
多數派,1
城鎮,1
立國,3
開始,8
短短,1
武亞諾維奇,1
反對,6
公里,1
雙方,6
一,36
借機,1
朋友,1
確定,1
因素,2
阿卜杜勒薩塔爾,1
所,4
終止,1
決定,5
當然,2
潛力,1
需,2
最,8
關於,5
往,1
黑山,2
執政黨,3
高官,1
形勢,3
